smiles	randomized_smiles
CCNC(=O)N[C@H](C)C(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)C(=O)c1ccccc1)C2	C(c1ccccc1)(C(N1C[C@@]2(CNC(=O)[C@@H](C)NC(=O)NCC)[C@H](OCCC2)CC1)=O)=O
CCN(CCNC(=O)[C@@H]1CCCOC1)Cc1csnn1	s1nnc(CN(CC)CCNC(=O)[C@H]2COCCC2)c1
Cc1cc(CC(=O)NC[C@H]2CCN(C(=O)c3ccc(C#N)cc3Cl)[C@H]2c2cccnc2)nn1C	C(c1cc(Cl)c(C(=O)N2CC[C@H](CNC(Cc3nn(C)c(C)c3)=O)[C@@H]2c2cnccc2)cc1)#N
C[C@H](CCNC(=O)c1cn(C)cn1)NCc1ccc(Cl)c(F)c1	N(C(=O)c1ncn(C)c1)CC[C@H](NCc1cc(F)c(Cl)cc1)C
COC(=O)NCc1ccc(NC(=O)C(=O)N[C@H]2CCN(C)[C@H]2c2ccccc2)cc1	[C@@H]1(NC(C(Nc2ccc(CNC(=O)OC)cc2)=O)=O)[C@H](c2ccccc2)N(C)CC1
CC(C)CCC(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H]1CN(C(=O)OC(C)(C)C)[C@@H]2CCO[C@H]12	[C@H]12C[C@H](NC(CCC(C)C)=O)C[C@H](CC1)N2C(=O)[C@@H]1[C@H]2OCC[C@H]2N(C(OC(C)(C)C)=O)C1
C/C=C(\C)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)c1ccc2c(c1C)OCCO2	C(N1C[C@@H]2[C@H](NC(c3c(C)c4c(cc3)OCCO4)=O)[C@H](C1)COC2)(=O)/C(C)=C/C
CCCN(CCC)C(=O)CCC(F)(F)F	C(N(C(CCC(F)(F)F)=O)CCC)CC
CCSc1ccccc1CC(=O)NC(C)(C)CSC	S(CC)c1ccccc1CC(=O)NC(CSC)(C)C
CC(=O)Nc1ccc(CNC(=O)N2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)cc1	C1N(S(c2ccccc2[N+]([O-])=O)(=O)=O)CCN(C(NCc2ccc(NC(C)=O)cc2)=O)C1
CCN(CC)c1nnc(-c2ccccc2Cl)n1Cc1ncnn1C(C)(C)C	c1(Cn2c(N(CC)CC)nnc2-c2c(Cl)cccc2)n(C(C)(C)C)ncn1
CC(C)[C@H]1CC[C@H](C(=O)NC[C@H]2CCN(C(=O)CN3CCNC3=N)[C@@H]2c2cccnc2)CC1	n1cc([C@@H]2[C@@H](CNC([C@H]3CC[C@H](C(C)C)CC3)=O)CCN2C(CN2CCNC2=N)=O)ccc1
C=C(C)[C@@H]1OCC[C@@H]1CNS(=O)(=O)c1ccc(CC(F)(F)F)cc1	C1O[C@@H](C(=C)C)[C@@H](CNS(=O)(=O)c2ccc(CC(F)(F)F)cc2)C1
CO[C@@H]1CN(C(=O)OC(C)(C)C)[C@](C)(C(=O)N[C@@H]2CCO[C@@]3(CCOC3)C2)C1	O1C[C@@]2(C[C@H](NC([C@]3(C)C[C@H](OC)CN3C(OC(C)(C)C)=O)=O)CCO2)CC1
CCOc1cccc(-c2ccc(OC)nc2OC)c1	O(c1cc(-c2c(OC)nc(OC)cc2)ccc1)CC
C=C/C=C\CCOC(=O)c1cc(S(N)(=O)=O)oc1C	c1(C(=O)OCC/C=C\C=C)cc(S(N)(=O)=O)oc1C
CCOC(=O)c1c(NC(=O)c2cnc(Br)c(Cl)c2)sc(C(C)=O)c1C	c1(C(=O)Nc2sc(C(C)=O)c(C)c2C(=O)OCC)cc(Cl)c(Br)nc1
C[C@@H]1CCn2cc(C(=O)N[C@@H]3C[C@H]4CC[C@@H]3N4C(=O)c3cccnn3)nc2C1	n1c(C(N2[C@H]3CC[C@@H]2C[C@H]3NC(c2cn3c(n2)C[C@H](C)CC3)=O)=O)cccn1
COc1ccc(Nc2cccc(Cn3ccnc3)c2)cc1	O(C)c1ccc(Nc2cc(Cn3cncc3)ccc2)cc1
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1F)C(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(C)cc1	O=C([C@H](N(C(=O)CN(S(c1ccc(C)cc1)(=O)=O)c1cccc(Cl)c1)Cc1ccccc1F)Cc1ccccc1)N[C@H](C)CC
CN(C[C@@H]1CCCN(C(=O)[C@@](C)(O)CN2Cc3ccccc3C2=O)C1)S(C)(=O)=O	C1CCN(C(=O)[C@@](CN2C(=O)c3c(cccc3)C2)(C)O)C[C@@H]1CN(C)S(C)(=O)=O
O=C1CC[C@H](C(=O)N2CC[C@H](CNC(=O)c3cccc4c3oc3ccccc34)[C@@H]2c2cccnc2)CN1	c1cc(C(=O)NC[C@@H]2[C@H](c3cnccc3)N(C(=O)[C@@H]3CNC(=O)CC3)CC2)c2oc3ccccc3c2c1
Cc1ccc(/C=C/C(=O)NC(C)(C)c2nc(C)c(C)s2)nc1	C(=C/C(=O)NC(C)(c1sc(C)c(C)n1)C)\c1ncc(C)cc1
C[C@@H]1C[C@@H](C)CN(C(C)(C)Cn2c([C@H]3CCC(=O)N3)nnc2N(C)Cc2cc(F)cc(F)c2)C1	C1[C@@H](C)CN(C(Cn2c(N(Cc3cc(F)cc(F)c3)C)nnc2[C@H]2CCC(=O)N2)(C)C)C[C@@H]1C
C=C[C@H](O)C(=O)N(CC)CCCN(C)C	C(CN(CC)C(=O)[C@@H](O)C=C)CN(C)C
C=C(C)CCN1CC[C@H]1CN(C)C(=O)[C@]1(CC)CCNC1=O	C1[C@@H](CN(C([C@]2(CC)CCNC2=O)=O)C)N(CCC(=C)C)C1
COc1ccc(NC(=O)N[C@H]2CCC[C@@H]2Cc2ccccc2)c(S(C)(=O)=O)c1	c1c(C[C@H]2CCC[C@@H]2NC(Nc2ccc(OC)cc2S(=O)(=O)C)=O)cccc1
COc1ccc(CN(C)C(=O)[C@H](Cc2ccccc2)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC	O=C(C12CC3CC(CC(C1)C3)C2)N[C@H](C(=O)N(Cc1ccc(OC)c(OC)c1)C)Cc1ccccc1
Cc1cc(C(=O)N2CC[C@@H](CNC(=O)c3ccc(C4(C(F)(F)F)N=N4)cc3)[C@@H]2c2cccnc2)n[nH]1	[C@@H]1(c2cccnc2)N(C(=O)c2cc(C)[nH]n2)CC[C@H]1CNC(c1ccc(C2(C(F)(F)F)N=N2)cc1)=O
CCC[C@@H](NC(C)=O)C(=O)N1CCC2(CCCN(C(=O)c3c(C)nn(-c4ccccc4)c3O)C2)CC1	c1(O)n(-c2ccccc2)nc(C)c1C(N1CC2(CCN(C(=O)[C@@H](CCC)NC(C)=O)CC2)CCC1)=O
CCOC(=O)CN(CC)Cc1cnc2ccc(Cl)cn12	C(C)N(Cc1n2c(ccc(Cl)c2)nc1)CC(=O)OCC
Cc1cnn(CCC(=O)OCC(=O)N2N=C(c3cccs3)C[C@@H]2c2cccs2)c1	s1c([C@@H]2N(C(=O)COC(=O)CCn3cc(C)cn3)N=C(c3cccs3)C2)ccc1
COCCn1nc(I)c2ccccc21	c1(I)nn(CCOC)c2c1cccc2
Cn1nccc1CN1CCC[C@@H]1CNC(=O)[C@@H]1CNC(=O)N1	C1[C@@H](C(NC[C@H]2CCCN2Cc2ccnn2C)=O)NC(=O)N1
CN(C)[C@@H](C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)Cc1cc(F)ccc1Cl)c1ccc(Cl)cc1	c1c(Cl)ccc([C@@H](N(C)C)C(=O)N[C@@H]2C[C@H]3N(C(=O)Cc4c(Cl)ccc(F)c4)[C@H](CC3)C2)c1
C#CCNCCCNC(=O)c1cccs1	C(CNC(=O)c1sccc1)CNCC#C
Cc1nnccc1C(=O)N(C)CCNC(=O)c1ccn(C(C)C)n1	N(CCN(C)C(=O)c1ccnnc1C)C(c1ccn(C(C)C)n1)=O
C=CCCN[C@@H]1CCO[C@H]1C=C	C1[C@@H](NCCC=C)[C@H](C=C)OC1
COc1ccc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)[C@H]2C[C@H]2c2ccc(Br)cc2)s1	N(C(c1ccc(OC)s1)=O)[C@H]1C[C@@H]2N(C([C@H]3C[C@H]3c3ccc(Br)cc3)=O)[C@@H](CC2)C1
Cc1noc(C)c1CC(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)[C@]1(O)CCN(C(=O)OC(C)(C)C)C1)C2	[C@H]12C[C@H](NC([C@]3(O)CCN(C(=O)OC(C)(C)C)C3)=O)C[C@H](CC1)N2C(Cc1c(C)onc1C)=O
COc1cc(SC)ccc1NC(=O)C(=O)NCCc1cccc(F)c1	C(Nc1c(OC)cc(SC)cc1)(C(NCCc1cccc(F)c1)=O)=O
COCCN1CCC[C@@H]1CNC(=O)[C@@H]1CC2CCC1CC2	N1(CCOC)[C@@H](CNC(=O)[C@H]2C3CCC(CC3)C2)CCC1
Cc1nc(CNCCNC(=O)c2ccc(Br)cc2)cs1	N(C(c1ccc(Br)cc1)=O)CCNCc1nc(C)sc1
O=C(N[C@@H]1CCN(C(=O)c2ccns2)C[C@@H]1O)c1csnn1	C1[C@H](O)[C@H](NC(c2csnn2)=O)CCN1C(c1sncc1)=O
CN1CCN(C(=O)OC(C)(C)C)C[C@H]1C(=O)Nc1cccc(OC(F)F)c1	[C@@H]1(C(=O)Nc2cc(OC(F)F)ccc2)CN(C(OC(C)(C)C)=O)CCN1C
C[C@@H]1CCSCCN1CCOCC1CC1	S1CCN(CCOCC2CC2)[C@H](C)CC1
CN(CCc1ccccn1)Cc1nc2ccccc2n1C(F)F	n1c2ccccc2n(C(F)F)c1CN(CCc1ncccc1)C
COc1ccc2nc(C)cc(C(=O)NC3CCC(C(F)F)CC3)c2c1	COc1cc2c(C(NC3CCC(C(F)F)CC3)=O)cc(C)nc2cc1
COc1ccc(OC)c(S(=O)(=O)N2CCN(Cc3nn(C)c4ccccc34)CC2)c1	C(c1c2c(cccc2)n(C)n1)N1CCN(S(=O)(c2cc(OC)ccc2OC)=O)CC1
CC(C)(C)SCCNC(=O)CCC1CCCCC1	CC(SCCNC(=O)CCC1CCCCC1)(C)C
CCc1nc(CNC[C@H]2CCCO2)cs1	C([C@@H]1OCCC1)NCc1nc(CC)sc1
Cc1ccc(CNCCNC(=O)[C@H]2CCN(C)C(=O)C2)cc1C	c1c(C)c(C)ccc1CNCCNC(=O)[C@H]1CCN(C)C(=O)C1
O=C(/C=C\C(=O)NC1CC1)Nc1nc2c(s1)C[C@H](NC(=O)c1nc(Cl)ccc1F)CC2	n1c(C(=O)N[C@H]2Cc3sc(NC(/C=C\C(NC4CC4)=O)=O)nc3CC2)c(F)ccc1Cl
C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1C(=O)Nc1ccc(C2(NC(=O)C34CC(F)(C3)C4)CCC2)cc1	C1[C@H](C)[C@@H](C(Nc2ccc(C3(NC(=O)C45CC(F)(C4)C5)CCC3)cc2)=O)CN1C(OC(C)(C)C)=O
CC(C)c1nnc(N2CCC[C@H]2c2nncn2C)n1CC(C)(C)N1C[C@@H](C)O[C@H](C)C1	n1cn(C)c([C@@H]2CCCN2c2nnc(C(C)C)n2CC(C)(N2C[C@@H](C)O[C@H](C)C2)C)n1
CCOc1ccc([C@@H]2C[C@H]2NC(=O)N(C)[C@H]2CCCC[C@@H]2CC)cc1	C1[C@H](CC)[C@@H](N(C)C(N[C@@H]2C[C@H]2c2ccc(OCC)cc2)=O)CCC1
CC(C)[C@@H](NC(=O)N[C@H](C)CC(C)(C)C)c1nncn1C	[C@@H](NC(N[C@H](C)CC(C)(C)C)=O)(C(C)C)c1n(C)cnn1
CCn1c(-c2ccc(Cl)cc2Cl)nnc1N1CCC(CC(=O)N2CCCC2)CC1	C1N(c2nnc(-c3c(Cl)cc(Cl)cc3)n2CC)CCC(CC(N2CCCC2)=O)C1
COc1ccc2c(c1)[C@H](NCC1CCN(c3ccncc3)CC1)CCCO2	C1CCOc2c(cc(OC)cc2)[C@@H]1NCC1CCN(c2ccncc2)CC1
COC[C@H](C)C(=O)NC[C@@H](C)CNC(=O)Cc1sc(C)nc1C	Cc1nc(C)c(CC(=O)NC[C@H](C)CNC(=O)[C@@H](C)COC)s1
CNC(=O)Nc1cccc(C(=O)N2CC(N(C)C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)C2)c1	O=C(c1cc(NC(NC)=O)ccc1)N1CC(N(C(=O)[C@@H]2C[C@H]3[C@H]4[C@H](C4)[C@@H]2O3)C)C1
O=C(N[C@@H]1C[C@H]2CC[C@@H]1N2C(=O)C[C@@H]1C=CCC1)c1ccoc1Cl	C1[C@@H](NC(c2c(Cl)occ2)=O)[C@@H]2CC[C@H]1N2C(C[C@@H]1C=CCC1)=O
CN1CCC[C@@H](CN(C)Cc2ccc(N3CCCC3)nc2)C1	C1[C@@H](CN(C)Cc2cnc(N3CCCC3)cc2)CN(C)CC1
C=CCn1c([C@H]2CCNC(=O)CC2)nnc1N(C)CCOC	N(CCOC)(c1nnc([C@H]2CCNC(=O)CC2)n1CC=C)C
CC1(C)CCCN1CCNCc1cccc2cccnc12	c1ccnc2c1cccc2CNCCN1CCCC1(C)C
C=CCCCCCCNc1cnccn1	n1ccncc1NCCCCCCC=C
CCNC(=O)NC(=O)CSc1nncn1CCCOC	C(CSc1nncn1CCCOC)(NC(NCC)=O)=O
COCC1CN(C(=O)Nc2cc(C)cc(Br)n2)C1	c1c(NC(=O)N2CC(COC)C2)nc(Br)cc1C
NC(=O)C1(C(=O)N2CCCC[C@@H]2CNC(=O)[C@H]2CCNC2=O)CC1	O=C(C1(C(N2[C@@H](CNC([C@@H]3C(=O)NCC3)=O)CCCC2)=O)CC1)N
CCC[C@H](C)C(=O)NCCn1c([C@H]2CN(S(C)(=O)=O)CCO2)nnc1N1CCC[C@@H]1C	C(C[C@@H](C(NCCn1c(N2CCC[C@@H]2C)nnc1[C@H]1CN(S(C)(=O)=O)CCO1)=O)C)C
CC[C@@H](NC[C@](C)(NC(=O)c1sccc1Cl)C1CC1)C(N)=O	Clc1ccsc1C(=O)N[C@](C)(C1CC1)CN[C@@H](C(N)=O)CC
CSc1ccccc1NC(=O)CCN1CCC[C@@H](CN(C)C(=O)OC(C)(C)C)C1	c1(SC)ccccc1NC(CCN1C[C@H](CN(C(OC(C)(C)C)=O)C)CCC1)=O
CC[C@H](C)CC(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1O)C2	C1N(C(OC(C)(C)C)=O)CC[C@@H](O)[C@@H]1C(N1C[C@H]2COC[C@H]([C@H]2NC(C[C@@H](C)CC)=O)C1)=O
CC1CC(C(=O)N2CC[C@H]3CN(C(=O)c4cn(C(C)(C)C)nn4)C[C@H]32)C1	C1[C@@H]2CCN(C(C3CC(C)C3)=O)[C@@H]2CN1C(=O)c1cn(C(C)(C)C)nn1
CO[C@@]1(Cn2c(COc3ccc(C#N)cc3)nnc2N2CCO[C@H](C)C2)CCOC1	c1(COc2ccc(C#N)cc2)n(C[C@]2(OC)CCOC2)c(N2C[C@@H](C)OCC2)nn1
CCCCOCCOc1cccnc1-c1nn[nH]n1	C(OCCCC)COc1c(-c2n[nH]nn2)nccc1
CCOC(=O)N1CCC[C@@H]([C@@H](C)NC(=O)Nc2ccc(-c3nnc(CC)o3)cc2)C1	N(c1ccc(-c2nnc(CC)o2)cc1)C(=O)N[C@@H]([C@@H]1CCCN(C(OCC)=O)C1)C
C[C@@H]1CC[C@H](C(=O)N[C@]2(C)CCN(C(=O)c3cccc(O)n3)C2)O1	C[C@]1(NC(=O)[C@H]2CC[C@@H](C)O2)CN(C(=O)c2nc(O)ccc2)CC1
CC(C)(C)OC(=O)N1CC[C@]2(C[C@H]2C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2ccc[nH]2)C1	c1c(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC([C@H]2[C@@]4(CCN(C(OC(C)(C)C)=O)C4)C2)=O)C3)[nH]cc1
C[C@H]1CC[C@@H](C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)CCS(C)(=O)=O)C3)N1C(=O)OC(C)(C)C	O(C(C)(C)C)C(=O)N1[C@@H](C)CC[C@H]1C(N[C@H]1[C@H]2CN(C(=O)CCS(=O)(=O)C)C[C@@H]1COC2)=O
C#CCCCC(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)c1c(Cl)cncc1Cl)C2	C(=O)(NC[C@]12[C@H](OCCC1)CCN(C(=O)c1c(Cl)cncc1Cl)C2)CCCC#C
CC(C)[C@@H](NC(=O)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1)c1nnc2ccccn12	C(c1ccc(NC(=O)C(=O)N[C@@H](c2nnc3n2cccc3)C(C)C)cc1)(=O)N1CCCC1
CN(CCC(=O)N(C)CCC#N)C[C@H](O)COc1cc(Cl)cc(Cl)c1	[C@H](CN(C)CCC(N(CCC#N)C)=O)(COc1cc(Cl)cc(Cl)c1)O
CC(C)CC[C@@H]1CCC[C@H]1NC(=O)C(=O)N[C@H]1C[C@H]2C[C@H](C(=O)O)C[C@@H]12	C1CC[C@@H](NC(C(=O)N[C@@H]2[C@H]3[C@H](C[C@H](C(O)=O)C3)C2)=O)[C@@H]1CCC(C)C
CC(C)(C)OC(=O)N[C@H]1C=C[C@@H](C(=O)N2CCC([C@H]3CCCCN3C(=O)Cc3cc[nH]n3)CC2)C1	c1c(CC(N2CCCC[C@@H]2C2CCN(C([C@H]3C[C@@H](NC(OC(C)(C)C)=O)C=C3)=O)CC2)=O)n[nH]c1
CCOc1ncc(Cl)cc1C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1c[nH]c3ccc(OC)nc13)C2	c12c(ccc(OC)n1)[nH]cc2C(=O)N[C@H]1C[C@@H]2N(C(=O)c3c(OCC)ncc(Cl)c3)[C@H](C1)CC2
CC(C)(C)OC(=O)N1CCCO[C@@H](C(=O)Nc2nc3c(s2)C[C@H](NC(=O)[C@@H]2C[C@@H]2F)CC3)C1	N(C([C@H]1CN(C(=O)OC(C)(C)C)CCCO1)=O)c1sc2c(n1)CC[C@@H](NC(=O)[C@@H]1C[C@@H]1F)C2
O=C(NCc1cccc(Cn2cccn2)c1)C(C1CC1)C1CC1	C(n1nccc1)c1cc(CNC(=O)C(C2CC2)C2CC2)ccc1
Cc1nn(-c2ccc(N3CCCCC3)nn2)c2c1[C@H](c1cccc(O)c1)CC(=O)N2	C1(=O)C[C@@H](c2cc(O)ccc2)c2c(n(-c3nnc(N4CCCCC4)cc3)nc2C)N1
CC(C)(C)OC(=O)N(CC(=O)NCc1cc(S(N)(=O)=O)ccc1F)C[C@@H]1CCCO1	CC(OC(N(CC(=O)NCc1cc(S(=O)(=O)N)ccc1F)C[C@@H]1CCCO1)=O)(C)C
CCOC(=O)N[C@H](C(=O)Nc1cccc(N2CCCC2=O)c1)C(C)C	CCOC(=O)N[C@@H](C(C)C)C(=O)Nc1cc(N2C(=O)CCC2)ccc1
CC1(C)CCc2c(OC(=O)CCC(=O)CCC(=O)c3cccs3)cccc2O1	c1(C(=O)CCC(CCC(Oc2cccc3c2CCC(C)(C)O3)=O)=O)sccc1
c1cn2cc(C3CCNCC3)nc2s1	n1c2n(ccs2)cc1C1CCNCC1
Cc1cccc2[nH]c(C(=O)NC[C@@H]3CCN(C(=O)c4ccc(C(C)(C)C)nc4)[C@@H]3c3cccnc3)cc12	C1C[C@@H](CNC(=O)c2cc3c(C)cccc3[nH]2)[C@@H](c2cnccc2)N1C(c1cnc(C(C)(C)C)cc1)=O
COCCCS(=O)(=O)N1CCOC[C@@H]1C	C(COC)CS(N1[C@@H](C)COCC1)(=O)=O
Cc1nc[nH]c1C(=O)NC[C@H]1CCN(C(=O)c2cccc3[nH]ncc23)[C@@H]1c1cccnc1	C1[C@H](CNC(=O)c2c(C)nc[nH]2)[C@@H](c2cnccc2)N(C(c2cccc3[nH]ncc23)=O)C1
COCC(=O)NCCC(=O)NCCCNCC#N	C(=O)(NCCC(=O)NCCCNCC#N)COC
O=C(CN1c2cccc3cccc(c23)S1(=O)=O)NN1CCCCC1	C1CCN(NC(=O)CN2S(=O)(=O)c3cccc4cccc2c34)CC1
O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)Cc3ccc(F)cc3F)C[C@@H]21)[C@H]1[C@H]2c3ccccc3S[C@H]21	c1cc2c(cc1)S[C@H]1[C@@H](C(=O)NC[C@@H]3OC[C@@H]4CCN(C(=O)Cc5c(F)cc(F)cc5)C[C@H]34)[C@@H]21
CO[C@@H]1[C@H](C)[C@H](Nc2ncc(-c3nn[nH]n3)cc2F)C1(C)C	c1c(-c2nn[nH]n2)cnc(N[C@H]2[C@@H](C)[C@@H](OC)C2(C)C)c1F
CN(C)Cc1ccc(C(N)=O)cc1NC(=O)N1Cc2ccccc2OC(C)(C)C1	O1c2c(cccc2)CN(C(=O)Nc2c(CN(C)C)ccc(C(N)=O)c2)CC1(C)C
C[C@H]1[C@@H](C(=O)N2CCO[C@@]3(CCN(C(=O)c4cc[n+]([O-])cc4)C3)C2)CCN1C(=O)OC(C)(C)C	c1c(C(=O)N2C[C@@]3(CC2)OCCN(C([C@H]2CCN(C(=O)OC(C)(C)C)[C@H]2C)=O)C3)cc[n+]([O-])c1
CCOc1cccc(CNc2nccnc2OC)n1	n1c(NCc2nc(OCC)ccc2)c(OC)ncc1
COC(=O)c1ccc(C(=O)N[C@@H]2CCc3nc(NC(=O)Cc4ccccc4OC)sc3C2)c(C)c1	COc1ccccc1CC(Nc1nc2c(s1)C[C@H](NC(c1c(C)cc(C(OC)=O)cc1)=O)CC2)=O
CC(C)=C(C)CC(=O)N[C@@H]1C[C@@H](NCC2CC2)C12CCC2	C1C(CN[C@H]2C3(CCC3)[C@H](NC(CC(=C(C)C)C)=O)C2)C1
CCOC(=O)[C@@H]1CCC[C@H](C(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)c4ncn(C)n4)C[C@@H]32)C1	C([C@H]1CCC[C@@H](C(OCC)=O)C1)(=O)NC[C@@H]1OC[C@H]2[C@@H]1CN(C(=O)c1ncn(C)n1)CC2
CC(C)[C@H](C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)[C@]1(C)C[C@H]1C)C2)c1ccc(F)cc1	C[C@]1(C(=O)N[C@@H]2C[C@@H]3CC[C@@H](N3C(=O)[C@@H](C(C)C)c3ccc(F)cc3)C2)[C@H](C)C1
CCCC1(C(=O)NC[C@@H](C)CNC(=O)c2nn(C)cc2C)CCC1	C(C1(C(=O)NC[C@H](CNC(=O)c2nn(C)cc2C)C)CCC1)CC
CC(C)(C)OC(=O)N1CC[C@H](O)[C@@H](C(=O)N2CC3(CCCN3C(=O)[C@@H]3CCc4nc[nH]c4C3)C2)C1	C1c2c([nH]cn2)C[C@H](C(N2C3(CN(C([C@@H]4[C@@H](O)CCN(C(=O)OC(C)(C)C)C4)=O)C3)CCC2)=O)C1
Cc1ccc(OCc2nnc(N3C[C@H](C)O[C@@]4(CCO[C@H]4C)C3)n2CCS(C)(=O)=O)cc1C	C(n1c(COc2cc(C)c(C)cc2)nnc1N1C[C@@]2(O[C@@H](C)C1)CCO[C@H]2C)CS(=O)(=O)C
COC[C@H](O)CN1C[C@@H]2CCC[C@]2(NC(=O)c2cc(C(C)(C)C)on2)C1	N1(C[C@@H](O)COC)C[C@H]2[C@](NC(=O)c3noc(C(C)(C)C)c3)(CCC2)C1
CC(C)(C)OC(=O)NC[C@@H]1CCCC[C@H]1NC(=O)N1CCC[C@@H](c2ncc[nH]2)C1	C1N(C(N[C@@H]2CCCC[C@H]2CNC(OC(C)(C)C)=O)=O)C[C@H](c2[nH]ccn2)CC1
C[C@H](CCCCNCCc1cnn(C)c1)NC(=O)c1ccc(O)nn1	N(CCc1cn(C)nc1)CCCC[C@H](NC(=O)c1ccc(O)nn1)C
CCCn1nnnc1CNC[C@@H]1CCCN1C(=O)CCc1ccon1	c1c(CCC(N2[C@H](CNCc3n(CCC)nnn3)CCC2)=O)noc1
CC(=O)c1c(C)[nH]c(C(=O)OCC#N)c1C	c1(C(=O)OCC#N)c(C)c(C(=O)C)c(C)[nH]1
Cc1nc(NC(=O)[C@H](C)[C@H](C)N)sc1Cc1cccc(Cl)c1	C[C@H]([C@H](C)N)C(Nc1sc(Cc2cccc(Cl)c2)c(C)n1)=O
CCC1(C(=O)N2CCC[C@@H](N(C)C(=O)Cc3ccco3)C2)CCC1	O=C(N1C[C@H](N(C)C(Cc2occc2)=O)CCC1)C1(CC)CCC1
O=C(C=C1CCC1)N[C@@H]1C[C@H]2C[C@@H](C1)N(C/C=C\Cl)C2	Cl/C=C\CN1[C@@H]2C[C@H](NC(=O)C=C3CCC3)C[C@@H](C2)C1
O=C(CCSc1ccc2c(c1)OCCO2)Oc1ccccc1OCC(F)(F)F	O=C(Oc1c(OCC(F)(F)F)cccc1)CCSc1ccc2c(c1)OCCO2
CC(C)(C)OC(=O)N1C[C@@H]2CCO[C@@H]2[C@H](C(=O)N2CCCC23CN(C(=O)[C@@]2(C)CC2(F)F)C3)C1	N1(C(=O)[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]3CCO[C@@H]32)CCCC12CN(C([C@@]1(C)CC1(F)F)=O)C2
COC(=O)[C@@H]1CCC[C@@H](NC2(c3cccnn3)CC2)CC1	C1C[C@@H](NC2(c3nnccc3)CC2)CC[C@H](C(OC)=O)C1
CCO[C@H](C)C(=O)NCC1CN(Cc2cccnc2)C1	C([C@@H](C)OCC)(=O)NCC1CN(Cc2cccnc2)C1
OCCC1(CNCC2CCCCCC2)CCCCC1	C(NCC1CCCCCC1)C1(CCO)CCCCC1
C[C@H](C(=O)NCc1ccc(N2CCSCC2)cc1)C1CC1	C1CC1[C@@H](C(NCc1ccc(N2CCSCC2)cc1)=O)C
CC(C)(C)OC(=O)N1CC[C@]2(C[C@H]2C(=O)N2CCC([C@@H]3CCCCN3C(=O)c3cnccn3)CC2)C1	C1([C@H]2N(C(c3nccnc3)=O)CCCC2)CCN(C(=O)[C@@H]2C[C@@]23CN(C(=O)OC(C)(C)C)CC3)CC1
CC1=CCN(C(=O)c2cnc(C3CC3)o2)CC1	n1c(C2CC2)oc(C(N2CC=C(C)CC2)=O)c1
CCCCCCOCC(=O)NCCNCC(=O)N[C@@H](C)C1CC1	C(C(=O)N[C@@H](C)C1CC1)NCCNC(COCCCCCC)=O
CC[C@H](C(=O)O)C(=O)N(CCOC)c1ccc(OC)c(OC)c1	COc1c(OC)ccc(N(CCOC)C(=O)[C@H](CC)C(O)=O)c1
Cc1cc(NC(=O)CN2C(=O)N[C@](C)(C3(C)CC3)C2=O)on1	O=C1[C@@](C)(C2(C)CC2)NC(=O)N1CC(Nc1onc(C)c1)=O
CCC1(CC)[C@@H](OC)C[C@H]1NCCc1sc(C)nc1C	n1c(C)c(CCN[C@@H]2C[C@H](OC)C2(CC)CC)sc1C
CN1CC[C@H](C(=O)N[C@@]2(C)CC=CCC2)C1=O	[C@]1(C)(NC([C@@H]2C(=O)N(C)CC2)=O)CCC=CC1
CC[C@@H]1[C@@H](NC(=O)[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)CCN1c1ccnc(C2CC2)n1	[C@@H]1(C(=O)N[C@@H]2[C@@H](CC)N(c3nc(C4CC4)ncc3)CC2)C[C@@H]2O[C@H]1[C@@H]1[C@H]2C1
Fc1cnccc1CN1CCC[C@@H](n2ccnc2)C1	C1C[C@@H](n2cncc2)CN(Cc2ccncc2F)C1
